255	1	11	3	13	10	11
256	20	2	16	13	13	2
257	15	17	19	18	11	11
258	20	19	15	2	19	16
259	8	8	16	1	5	20
260	2	11	11	19	1	19
261	1	10	19	16	6	3
262	17	12	3	1	15	7
263	15	4	18	14	13	9
264	19	1	5	8	16	13
265	6	1	3	17	10	20
266	13	13	11	4	10	14
267	4	12	20	9	16	9
268	18	3	15	18	16	8
269	6	15	15	3	1	18
270	20	7	11	16	20	18
271	1	5	4	10	16	10
272	1	5	11	14	19	18
273	14	2	4	18	6	6
274	5	8	19	7	19	11
275	9	16	20	13	1	12
276	11	14	5	4	20	16
277	20	2	19	19	19	16
278	15	5	8	17	13	16
279	6	19	17	5	1	1
280	9	7	5	17	18	20
281	12	14	20	20	19	17
282	5	13	7	12	17	19
283	19	5	12	18	11	5
284	14	13	3	5	13	12
285	14	15	6	13	8	3
286	3	19	19	4	4	14
287	15	5	4	6	2	13
288	19	16	10	16	4	11
289	15	7	6	20	8	13
290	8	16	6	19	7	9
291	14	18	7	7	5	7
292	10	1	5	4	18	1
293	18	17	7	19	18	19
294	8	16	12	10	18	3
295	3	18	12	5	5	15
296	4	10	3	4	14	12
297	16	5	5	13	11	10
298	17	14	18	12	4	17
299	5	8	17	11	20	19
300	18	12	2	16	1	4
