242	4	6	13	16	20	24
243	4	7	13	19	23	25
244	3	7	14	17	23	25
245	2	9	12	17	20	27
246	1	8	11	19	20	27
247	1	9	13	16	23	26
248	1	10	11	17	20	24
249	1	8	15	17	22	24
250	4	6	14	18	23	24
251	2	5	12	16	23	24
252	3	6	14	18	22	27
253	4	7	11	16	21	26
254	1	7	13	18	21	26
255	3	6	13	17	22	25
256	1	8	14	18	21	25
257	4	8	15	19	20	25
258	1	6	12	19	20	24
259	3	7	11	19	23	27
260	2	8	12	18	21	24
261	2	8	15	19	23	24
262	4	5	15	16	23	27
263	3	7	13	18	23	24
264	1	6	11	17	20	25
265	3	10	11	19	23	24
266	2	7	13	17	20	25
267	2	10	12	19	22	26
268	3	10	15	19	20	27
269	1	5	15	16	23	27
270	1	7	13	18	22	24
271	4	6	15	19	21	24
272	1	8	12	16	20	25
273	1	5	15	18	22	24
274	1	7	11	16	20	24
275	2	10	14	19	22	24
276	4	6	11	17	20	27
277	3	7	15	19	23	24
278	3	5	13	19	22	25
279	2	7	15	18	23	27
280	4	9	13	19	21	27
281	4	9	14	19	22	24
282	1	5	12	19	21	25
283	4	8	12	18	21	26
284	2	6	11	17	21	27
285	1	10	12	17	21	26
286	1	8	15	16	21	25
287	3	7	12	18	20	27
288	1	9	12	19	22	26
289	4	7	14	19	23	24
290	3	10	12	16	21	26
291	1	8	11	18	23	27
292	1	9	13	18	21	26
293	3	6	11	18	20	25
294	4	5	13	18	23	25
295	1	8	15	18	21	24
296	3	8	11	19	23	27
297	3	8	12	16	22	25
298	2	5	14	16	20	27
299	4	6	14	17	20	27
300	2	5	12	16	23	25
